objNPC,48,144,99595004,0,1,1,4294967295,0
objSolid,0,160,,0,1,1,4294967295,0
objSolid,16,160,,0,1,1,4294967295,0
objSolid,32,160,,0,1,1,4294967295,0
objSolid,48,160,,0,1,1,4294967295,0
objSolid,64,160,,0,1,1,4294967295,0
objSolid,80,160,,0,1,1,4294967295,0
objSolid,96,160,,0,1,1,4294967295,0
objSolid,112,160,,0,1,1,4294967295,0
objSolid,128,160,,0,1,1,4294967295,0
objSolid,144,160,,0,1,1,4294967295,0
objSolid,160,160,,0,1,1,4294967295,0
objSolid,176,160,,0,1,1,4294967295,0
objSolid,192,160,,0,1,1,4294967295,0
objSolid,208,160,,0,1,1,4294967295,0
objSolid,224,160,,0,1,1,4294967295,0
objSolid,240,160,,0,1,1,4294967295,0
objShopControl,0,0,,0,1,1,4294967295,0
